% time	cellId	IMSI	RNTI	layer	mcs	size	rv	ndi	ccId
3486	1	0	2	0	24	6882	0	1	0
3488	1	0	20	0	28	9422	0	1	0
3489	1	0	3	0	24	6882	0	1	0
3490	1	0	4	0	26	7708	0	1	0
3492	1	0	2	0	24	6882	0	1	0
3494	1	0	8	0	26	7708	0	1	0
3497	1	0	4	0	26	7708	0	1	0
3498	1	0	12	0	24	6882	0	1	0
3499	1	0	17	0	28	9422	0	1	0
3500	1	0	15	0	26	7708	0	1	0
3502	1	0	5	0	26	7708	0	1	0
3504	1	0	9	0	24	6882	0	1	0
3505	1	0	11	0	26	7708	0	1	0
3506	1	0	2	0	24	6882	0	1	0
